name,lat,long
Denham Court - Bardia,150.83659130075785,-33.980821960196764
Glenfield,150.8935430345223,-33.97146317203744
Ingleburn,150.86451425589527,-34.001910937448855
Macquarie Fields,150.894061577375,-33.996339913283286
Bargo,150.59937700003638,-34.272531735123025
Douglas Park - Appin,150.72954768767542,-34.18145454312643
Picton - Tahmoor - Buxton,150.54410326214216,-34.1934402532616
The Oaks - Oakdale,150.5504666548682,-34.057944983625305
Blackheath - Megalong Valley,150.24552401236227,-33.67383502134466
Blaxland - Warrimoo - Lapstone,150.62090832201164,-33.742090475638946
Blue Mountains - North,150.44521415137822,-33.60248051854897
Katoomba - Leura,150.30932910121848,-33.702663258515344
Lawson - Hazelbrook - Linden,150.4622519913809,-33.72403894355967
Springwood - Winmalee,150.5947936656218,-33.69034427609127
Wentworth Falls,150.37973647756644,-33.72166858128745
Blue Mountains - South,150.28795736716887,-33.99341257065195
Cambridge Park,150.73354104982087,-33.74611782489742
Emu Plains - Leonay,150.6584923766336,-33.74619712503293
Glenmore Park - Regentville,150.67742821030023,-33.78645787399657
Jamisontown - South Penrith,150.68917590537913,-33.771043838440335
Kingswood - Werrington,150.74025971452642,-33.765899009818376
Mulgoa - Luddenham - Orchard Hills,150.68961780996082,-33.83529889803602
Penrith,150.69712577946166,-33.74782460310774
Warragamba - Silverdale,150.5988804107,-33.918178410159854
Cranebrook - Castlereagh,150.6882050016259,-33.6946720451851
Jordan Springs - Llandilo,150.7465027755173,-33.7128519087029
Richmond - Clarendon,150.74928462633034,-33.589909118865116
Windsor - Bligh Park,150.8085429387137,-33.63567669413463
Yarramundi - Londonderry,150.72686562205837,-33.65184290777977
Erskine Park,150.79773595534238,-33.81299591786868
St Clair,150.78470550435995,-33.7972679920265
Colyton - Oxley Park,150.79630300889605,-33.7794649233206
St Marys - North St Marys,150.77500934458087,-33.75952933841396
Rookwood Cemetery,151.0556924024628,-33.874195978291496
Auburn - Central,151.02501435016356,-33.85233626680046
Auburn - North,151.0327639213218,-33.84241664992926
Auburn - South,151.02078056157262,-33.869182067492304
Berala,151.03377095871622,-33.874463916035886
Lidcombe,151.04644467653034,-33.862892109206115
Regents Park,151.02619937717367,-33.88320040935904
Silverwater - Newington,151.04912377759723,-33.83462564796676
Wentworth Point - Sydney Olympic Park,151.0687028538259,-33.84015658527819
Ermington - Rydalmere,151.05031271808335,-33.811021000927575
Oatlands - Dundas Valley,151.0395447723402,-33.79440002850444
Carlingford - East,151.05734770841642,-33.77123576498552
Carlingford - West,151.04075992197008,-33.77528487882051
Chester Hill - Sefton,150.99825329383967,-33.88200466964176
Fairfield - East,150.97287141080173,-33.87445556990609
Granville - Clyde,151.00744288056202,-33.83796095690046
Guildford - South Granville,151.0020614078222,-33.85933600701448
Guildford West - Merrylands West,150.96995877309183,-33.845470367169746
Smithfield Industrial,150.94402875585985,-33.84306913502391
Yennora Industrial,150.96649904311354,-33.86008454726785
Greystanes - South,150.946171554855,-33.8275749439707
Merrylands - Holroyd,150.983871513447,-33.83339054300631
Pemulwuy - Greystanes (North),150.9274414491293,-33.82031963922408
South Wentworthville,150.96942064824222,-33.82301793669671
North Parramatta,151.0120156415119,-33.799024630673195
North Rocks,151.01720353845286,-33.77223591121442
Northmead,150.9939336985991,-33.78999756407046
Toongabbie - Constitution Hill,150.96726725182876,-33.791869131039505
Winston Hills,150.97872516233073,-33.7763991370832
Pendle Hill - Girraween,150.94783676785238,-33.80419680787495
Wentworthville - Westmead,150.9770730653095,-33.81319606821158
Parramatta - North,151.00311944789343,-33.814225369763065
Parramatta - South,150.99874234734023,-33.8235495316124
Rosehill - Harris Park,151.02890353945966,-33.824302538953425
Pennant Hills - Cheltenham,151.0685166279922,-33.744353385110955
Epping (East) - North Epping,151.0914567763357,-33.76506593055913
Epping (NSW) - West,151.07174796325103,-33.77278786003595
Gladesville - Huntleys Point,151.12815014875244,-33.83037026950232
Hunters Hill - Woolwich,151.14896022104494,-33.83181553336056
Macquarie Park - Marsfield,151.11882691726984,-33.77862449467597
North Ryde - East Ryde,151.1312843716667,-33.79884871793376
West Ryde - Meadowbank,151.08368984202457,-33.8095566937905
Putney,151.10630131369362,-33.826121852837716
Denistone,151.08981320283246,-33.79871740225941
Eastwood,151.08361682102,-33.788751155620076
Ryde - North,151.11376059298948,-33.807859887404724
Ryde - South,151.10649949216744,-33.81949968802108
Ashcroft - Busby - Miller,150.88747585895408,-33.91499305654291
Austral - Greendale,150.7405220602305,-33.91813298686835
Badgerys Creek,150.72089862086418,-33.89033255458254
Cecil Hills,150.84815547937094,-33.88874040113236
Green Valley,150.86715753684882,-33.902908031851695
Hinchinbrook,150.85867187433868,-33.91282967105287
Hoxton Park - Carnes Hill - Horningsea Park,150.85036050895056,-33.935620325914606
West Hoxton - Middleton Grange,150.83521356655118,-33.92850341789538
Cobbitty - Bringelly,150.6930758498777,-33.98215349644701
Gledswood Hills - Gregory Hills,150.77952669958486,-34.01710267799155
Leppington - Catherine Field,150.78442006842528,-33.97370126887071
Oran Park,150.7426077446893,-33.99244090139404
Bonnyrigg Heights - Bonnyrigg,150.88113912634705,-33.89256632594407
Bossley Park - Abbotsbury,150.87212094182277,-33.86614619616561
Cabramatta - Lansvale,150.94607063936976,-33.89886914741845
Cabramatta West - Mount Pritchard,150.9077344405625,-33.89934683682895
Canley Vale - Canley Heights,150.9362704341729,-33.8844265592346
Edensor Park,150.87778497878355,-33.87969229360846
Fairfield,150.95189960696754,-33.87110867080186
Fairfield - West,150.9296637369619,-33.86816080003002
Greenfield Park - Prairiewood,150.89970847517924,-33.86793121680934
Horsley Park - Kemps Creek,150.820359150116,-33.84865514085412
Smithfield - Wetherill Park,150.92552603569263,-33.8533160644443
St Johns Park - Wakeley,150.90540866588762,-33.8790231211634
Wetherill Park Industrial,150.89862544094075,-33.84042866622453
Casula,150.89949406947852,-33.95220325714586
Chipping Norton - Moorebank,150.9530789279266,-33.927202715626265
Holsworthy - Wattle Grove,150.94404769831058,-33.99144148068892
Lurnea - Cartwright,150.89496633243124,-33.932792534866635
Warwick Farm,150.93701081880928,-33.91289445583072
Edmondson Park,150.85760910823396,-33.96267731011334
Liverpool - East,150.923431492827,-33.92506103803465
Liverpool - West,150.91158478950553,-33.922464236262456
Prestons,150.87207883891276,-33.94160750996154
Gymea - Grays Point,151.0849262002366,-34.045535858493544
Miranda - Yowie Bay,151.10341707639887,-34.035853100505854
Sylvania - Taren Point,151.10716375284227,-34.01544843365427
Caringbah,151.1242492897015,-34.03652923739429
Caringbah South,151.12068257462155,-34.054170657125916
Cronulla - Kurnell - Bundeena,151.1852112926755,-34.03178042059145
Lilli Pilli - Port Hacking - Dolans Bay,151.12015477309535,-34.06685740424961
Woolooware - Burraneer,151.1389572854798,-34.05202888335443
Heathcote - Waterfall,150.9806314100937,-34.10646274237702
Illawong - Alfords Point,151.03381124724757,-33.99479461653513
Menai - Lucas Heights - Woronora,151.0011992113572,-34.022269697802635
Oyster Bay - Como - Jannali,151.07035239765094,-34.0103127509146
Royal National Park,151.06765457925079,-34.11141517575227
Sutherland - Kirrawee,151.06392766084525,-34.03195156893952
Engadine,151.0136257950999,-34.05475907649908
Loftus - Yarrawarrah,151.0386676990671,-34.049434699450885
Woronora Heights,151.02852817956938,-34.03350408238998
Migratory - Offshore - Shipping (NSW),NA,NA
No usual address (NSW),NA,NA
Alfredton,143.749330252453,-37.54173636281507
Ballarat,143.83665489612585,-37.5561439450457
Buninyong,143.880777903821,-37.643854141582494
Delacombe,143.77847784283048,-37.58222851797997
Smythes Creek,143.74623319717654,-37.62024909240558
Wendouree - Miners Rest,143.80255434966588,-37.497553655938574
Ballarat East - Warrenheip,143.90761119043637,-37.57007234665709
Ballarat North - Invermay,143.89734669730916,-37.515863754350114
Canadian - Mount Clear,143.87418185502426,-37.59239747284296
Sebastopol - Redan,143.83647406270015,-37.595174074567716
Bacchus Marsh Surrounds,144.30970705031817,-37.63030338480895
Creswick - Clunes,143.8354339957665,-37.35415797513128
Daylesford,144.18581542783056,-37.31776547274194
Gordon (Vic.),144.0393658825221,-37.64732793659666
Avoca,143.3740595187135,-37.108931178077455
Beaufort,143.39327544819014,-37.495969796117535
Golden Plains - North,143.6265626500349,-37.77560623786848
Maryborough (Vic.),143.744063757512,-37.047467574460406
Maryborough Surrounds,143.70710373781688,-36.98133748063582
Bendigo,144.27025327243672,-36.748320743780475
California Gully - Eaglehawk,144.26070108778046,-36.70665604436903
East Bendigo - Kennington,144.31556903140003,-36.752323676776854
Flora Hill - Spring Gully,144.28712763742024,-36.79161662646112
Kangaroo Flat - Golden Square,144.24265138030466,-36.80638309926381
Maiden Gully,144.20787983639303,-36.753859286031016
Strathfieldsaye,144.35895233519474,-36.78881818273962
White Hills - Ascot,144.32175799664208,-36.67623619200696
Bendigo Surrounds - South,144.24586382959336,-36.84329362424188
Castlemaine,144.2369233940565,-37.083459777331065
Castlemaine Surrounds,144.18984239077886,-37.04678991073634
Heathcote,144.6477220443684,-36.86076084066643
Kyneton,144.5050449221569,-37.22141528425862
Woodend,144.5173110237316,-37.356314942844314
Bendigo Surrounds - North,144.36784860534044,-36.56234358436687
Loddon,143.85651008768352,-36.34009403856519
Bannockburn,144.17864467944713,-38.06976758387587
Golden Plains - South,143.93955926302087,-37.942085645315714
Winchelsea,144.04272087273665,-38.255444076495586
Belmont,144.34213376480542,-38.17856211783474
Geelong,144.3698807338648,-38.163825917044704
Geelong West - Hamlyn Heights,144.30195760255424,-38.12649949953636
Highton,144.2859972181912,-38.177762553987456
Lara,144.37807352358732,-37.94776762775304
Leopold,144.4689004729482,-38.19280114463676
Newcomb - Moolap,144.41762070656998,-38.179818211407046
Newtown (Vic.),144.3350553043362,-38.15392608454858
North Geelong - Bell Park,144.32137861423126,-38.102136990333435
Charlemont,144.36003212676243,-38.21566497252417
Corio - Lovely Banks,144.3226148442866,-38.05043650159764
Grovedale - Mount Duneed,144.29926230453955,-38.22197252929068
Norlane,144.3592919121816,-38.09158166357085
Clifton Springs,144.5760236533097,-38.173930612151075
Lorne - Anglesea,144.01959217756317,-38.441908943757824
Portarlington,144.66583379918288,-38.15332562368533
Point Lonsdale - Queenscliff,144.6166903811444,-38.234316005861544
Torquay,144.2806824905165,-38.32022096195881
Barwon Heads - Armstrong Creek,144.41960740480633,-38.256433025293944
Ocean Grove,144.53034307797827,-38.23801777363226
Alexandra,145.79461191804424,-37.31869751366658
Euroa,145.59758993245586,-36.732686331446736
Kilmore - Broadford,144.98327869776713,-37.246343973151646
Mansfield (Vic.),146.2080467917136,-37.19706823783798
Nagambie,145.155578549756,-36.8202789214864
Seymour,145.16214872722196,-37.016009335866386
Seymour Surrounds,144.9583627511123,-37.045906283006154
Upper Yarra Valley,145.97602888507137,-37.65149227560005
Yea,145.43247877406117,-37.261034488872546
Benalla,145.99677340629535,-36.57889465139712
Benalla Surrounds,146.0165902376059,-36.58149619744001
Rutherglen,146.4260305398467,-36.066001969010095
Wangaratta,146.30965763713522,-36.35889079831433
Wangaratta Surrounds,146.43029145206776,-36.59192651415256
Beechworth,146.71471494585543,-36.34219337343711
Bright - Mount Beauty,146.99684112730938,-36.89599321600387
Chiltern - Indigo Valley,146.64929331950535,-36.15640642196178
Myrtleford,146.8107046519447,-36.552639952848494
Towong,147.59931000154197,-36.35453864051518
West Wodonga,146.79088905020708,-36.11728249040531
Yackandandah,146.99782431414098,-36.329842977503546
Baranduda - Leneva,146.939611288101,-36.17580229777518
Wodonga,146.8800931224316,-36.11115230857879
Drouin,145.8019524711832,-38.135420901427224
Mount Baw Baw Region,146.18668389884218,-37.889455914554006
Trafalgar (Vic.),146.12657306911987,-38.223893009771786
Warragul,145.93970740895153,-38.21402264265446
Alps - East,148.03593817438102,-36.99410251769904
Bairnsdale,147.61398934302346,-37.8291507833843
Bruthen - Omeo,147.5829845402205,-37.3200541477956
Lake King,147.76360260878764,-37.883054299446144
Lakes Entrance,147.9280835709207,-37.839770527792034
Orbost,148.77390681172534,-37.44452265539115
Paynesville,147.56034090261554,-37.96087566577803
Foster,146.1120863281718,-38.67898053848165
French Island,145.3649048126875,-38.35000056183951
Korumburra,145.76880511316782,-38.39838804713765
Leongatha,146.0440666312588,-38.45112124270843
Phillip Island,145.24079846176645,-38.490653985956094
Wilsons Promontory,146.36773826512652,-38.960208642462796
Wonthaggi - Inverloch,145.59864212680736,-38.516538512582194
Churchill,146.41762984623216,-38.35885288596253
Moe - Newborough,146.29592124991194,-38.19660029754527
Morwell,146.42111386730392,-38.207667322632176
Yallourn North - Glengarry,146.50268723253282,-38.08461033205102
Traralgon - East,146.6189169076113,-38.18845203801036
Traralgon - West,146.51044041970718,-38.20984728523009
Alps - West,146.84786735325895,-37.448227446612336
Longford - Loch Sport,147.25277977980585,-38.1437290736797
Maffra,146.86708612587842,-37.84239475609653
Rosedale,146.78359540812014,-38.156595068209306
Sale,147.05626804172059,-38.10464536345941
Yarram,146.75161810246672,-38.49424922997429
Brunswick East,144.97767359622273,-37.768890269091365
Brunswick West,144.94254758775253,-37.76330682312709
Pascoe Vale South,144.93847067299293,-37.743432215920144
Brunswick - North,144.96304108146072,-37.76061599396458
Brunswick - South,144.9597148110065,-37.77154903329591
Coburg - East,144.97185135645276,-37.74562064866083
Coburg - West,144.9552211616287,-37.7439690364814
Alphington - Fairfield,145.0246805594761,-37.774450635571775
Thornbury,145.00639006074567,-37.75815129100982
Northcote - East,145.0067092481436,-37.77426201676975
Northcote - West,144.99140428804418,-37.769471224122796
Ascot Vale,144.91368534637056,-37.776963163814465
Flemington,144.93090830768764,-37.783814711979105
Moonee Ponds,144.92143525108267,-37.7656125811712
Essendon (West) - Aberfeldie,144.8990925588762,-37.750129274451815
Essendon - East,144.91927630560906,-37.751270581660606
Carlton,144.96780441298853,-37.80050023329864
Docklands,144.94328587893943,-37.81794762815656
East Melbourne,144.98148396202618,-37.817141517046615
Flemington Racecourse,144.9125835944185,-37.787986008556
Kensington (Vic.),144.92707364215434,-37.79431842246614
Parkville,144.95153921205008,-37.78709162142663
South Yarra - West,144.9818775734669,-37.839429061052044
West Melbourne - Industrial,144.9220491450046,-37.810108999479965
Melbourne CBD - East,144.96859287374974,-37.81278701743976
Melbourne CBD - North,144.96088380246076,-37.80919110515081
Melbourne CBD - West,144.95870882260155,-37.81673802146322
North Melbourne,144.94512750306995,-37.79865620837603
Royal Botanic Gardens Victoria,144.97670594242345,-37.82775044300968
Southbank (West) - South Wharf,144.95636562193644,-37.82423083936511
Southbank - East,144.9661201794769,-37.826356946991034
West Melbourne - Residential,144.94976445094477,-37.80858031147908
Albert Park,144.96405424824383,-37.84562384379434
Elwood,144.98554037320412,-37.880908933070124
Port Melbourne,144.93505684006655,-37.83805801534664
St Kilda East,144.99818812908813,-37.86706795893867
Port Melbourne Industrial,144.9198513189228,-37.83105268918249
South Melbourne,144.95975634434083,-37.83465030590571
St Kilda - Central,144.9861559792342,-37.863990791117736
St Kilda - West,144.9762676334905,-37.861344917872316
Armadale,145.02071077926166,-37.8567469622587
Prahran - Windsor,144.99805761568007,-37.85283670369436
Toorak,145.0176273566102,-37.84160003878861
South Yarra - North,144.996500075651,-37.83614617205204
South Yarra - South,144.99489915961604,-37.843171426491025
Abbotsford,144.99976768740123,-37.80458484445866
Carlton North - Princes Hill,144.96813243979358,-37.78569850451154
Collingwood,144.98814166674435,-37.80207818982443
Fitzroy,144.9791393565102,-37.80103082234584
Fitzroy North,144.98430874517808,-37.784064976710724
Clifton Hill - Alphington,145.01296665619984,-37.78982669940289
Richmond (South) - Cremorne,145.00462805771375,-37.82649290079218
Richmond - North,145.002769616286,-37.81486857682293
Ashburton (Vic.),145.0805783101443,-37.86737575901016
Balwyn,145.080562683768,-37.809792361468915
Balwyn North,145.08389993704822,-37.79187721366815
Camberwell,145.07402266690283,-37.83842866110125
Glen Iris - East,145.072005888388,-37.85473145594955
Hawthorn East,145.04991149713413,-37.8312698416898
Kew East,145.05239150956731,-37.79055465326716
Surrey Hills (West) - Canterbury,145.0840383747766,-37.82448702685824
Hawthorn - North,145.02854812774706,-37.81799990989483
Hawthorn - South,145.03389602691763,-37.8292645533756
Kew - South,145.0465758289437,-37.808738394315725
Kew - West,145.02398623945993,-37.79975106020813
Bulleen,145.0871858556652,-37.768871604319536
Doncaster,145.12385856083512,-37.784815091970295
Templestowe,145.14863888790728,-37.754034241875665
Templestowe Lower,145.112278528077,-37.76385461458064
Doncaster East - North,145.16926162121422,-37.76942612661071
Doncaster East - South,145.1566974617387,-37.791499024989314
Blackburn,145.1529131995244,-37.816545181279366
Blackburn South,145.1465457573959,-37.83934464484271
Box Hill,145.1247470044698,-37.8290248733368
Box Hill North,145.12269741361058,-37.804679419346606
Burwood (Vic.),145.11295062924236,-37.8480513647265
Burwood East,145.15042160949724,-37.85357271778892
Surrey Hills (East) - Mont Albert,145.10690115447733,-37.82428170455597
Beaumaris,145.03775620353144,-37.98079016448851
Brighton (Vic.),144.99582272127432,-37.908175952690016
Brighton East,145.0163110590734,-37.917136210508346
Highett (West) - Cheltenham,145.03796959736042,-37.95743300594351
Hampton,145.01425280802462,-37.937647845225015
Sandringham - Black Rock,145.01711100702525,-37.96083893617765
Bentleigh - McKinnon,145.03797742437507,-37.919463976665845
Carnegie,145.05590358314026,-37.89337745517555
Caulfield - North,145.02290979837164,-37.8738670282108
Caulfield - South,145.0253678041275,-37.89136717659983
Elsternwick,145.00720542500846,-37.8869492551571
Hughesdale,145.08114175790982,-37.8994671723639
Murrumbeena,145.07037383662254,-37.8968245286548
Ormond - Glen Huntly,145.04142842753026,-37.900354049361326
Bentleigh East - North,145.0680552154255,-37.91481024628763
Bentleigh East - South,145.0653323518676,-37.92940012643494
Aspendale Gardens - Waterways,145.12308150251508,-38.01908632960415
Braeside,145.122238260684,-37.99800717457517
Carrum - Patterson Lakes,145.1391996620409,-38.07129340917939
Chelsea - Bonbeach,145.1246179459003,-38.05658355480209
Chelsea Heights,145.13424359942653,-38.040830057865456
Highett (East) - Cheltenham,145.06608554987005,-37.961166046566994
Edithvale - Aspendale,145.1074840130792,-38.028217220272055
Mentone,145.06905442535637,-37.98163136424051
Moorabbin - Heatherton,145.07932999710826,-37.95033150933209
Moorabbin Airport,145.09952396862434,-37.977443364097816
Mordialloc - Parkdale,145.08944953478132,-37.995991525286065
Malvern - Glen Iris,145.0422750706545,-37.85640377356251
Malvern East,145.06585386160347,-37.87682309012833
Bundoora - East,145.06833756358378,-37.69880167722492
Greensborough,145.1139014732118,-37.70008848548765
Heidelberg - Rosanna,145.0696604359556,-37.74569986976617
Heidelberg West,145.04641210771177,-37.742979119396324
Ivanhoe,145.04308445416322,-37.76902027346892
Ivanhoe East - Eaglemont,145.06279946113662,-37.768557520435216
Montmorency - Briar Hill,145.11969472145557,-37.72884450920995
Viewbank - Yallambie,145.08824673420838,-37.731210375205166
Watsonia,145.08415279036961,-37.70489312126273
Kingsbury,145.04904897706427,-37.714548470578215
Preston - East,145.01600693245055,-37.74274671289624
Preston - West,144.99007063225568,-37.7399271015263
Reservoir - North East,145.02121352768148,-37.705936185190666
Reservoir - North West,144.99399003263872,-37.69995301152477
Reservoir - South East,145.0220242635609,-37.72533679869764
Reservoir - South West,144.9939372352099,-37.717803634726984
Eltham,145.15682534747572,-37.71469610588279
Hurstbridge,145.19434281221888,-37.63756707580827
Kinglake,145.40829870257167,-37.49105024043578
Panton Hill - St Andrews,145.26476604109158,-37.595852111805435
Plenty - Yarrambat,145.12385034680585,-37.653508888076104
Research - North Warrandyte,145.22062223143845,-37.69899318209079
Wattle Glen - Diamond Creek,145.16730877656445,-37.66772825946154
Bundoora - North,145.07120087954522,-37.68281122757241
Bundoora - West,145.05258464095272,-37.6929034073034
Mill Park - North,145.0677173283532,-37.659507014365474
Mill Park - South,145.0592372856618,-37.671388707643864
Thomastown,145.00828111182636,-37.68384145409176
Wallan,145.07156450165925,-37.38480776831886
Whittlesea,145.1019625014986,-37.497914602810276
Epping - East,145.0453947905656,-37.635775640874314
Epping - South,144.99652019500908,-37.63920054827605
Epping (Vic.) - West,145.01005571612325,-37.6319283206337
South Morang - North,145.08254398655671,-37.623699461454066
South Morang - South,145.0855900654508,-37.645714145621874
Wollert,145.0050682235616,-37.59092172212171
Doreen - North,145.1268483979933,-37.5881784320165
Doreen - South,145.1210745412022,-37.611432171029804
Lalor - East,145.02836399781881,-37.66896244553114
Lalor - West,144.9946229859636,-37.66057614116307
Mernda - North,145.08550644244832,-37.58423725721996
Mernda - South,145.0755880808945,-37.605898262544066
Airport West,144.88130532342421,-37.72380833966359
Essendon Airport,144.9004149405928,-37.726894247759084
Keilor,144.84446356713235,-37.71893271626724
Niddrie - Essendon West,144.88489877499828,-37.74498372976713
Strathmore,144.9136798954838,-37.72991606498964
Avondale Heights,144.86261227947082,-37.761538537155396
Keilor East,144.86611914373486,-37.74217418634931
Gisborne,144.55520587718507,-37.49547555951103
Macedon,144.5732597135299,-37.41191959560213
Riddells Creek,144.6777100668881,-37.43824384182563
Romsey,144.76351293709777,-37.3499898255319
Coburg North,144.96746165410966,-37.72697766151468
Fawkner,144.96961218294933,-37.70522169627999
Gowanbrae,144.89755703737043,-37.70278837672155
Hadfield,144.95030433535703,-37.71009524014438
Glenroy - East,144.93495890975788,-37.70193381539332
Glenroy - West,144.90966740015816,-37.70508487322535
Oak Park,144.9178985720293,-37.719591401125
Pascoe Vale,144.93890520550434,-37.724525754130774
Sunbury,144.76758283238013,-37.53942580437237
Diggers Rest,144.68248238936485,-37.615983442899655
Sunbury - South,144.73790283941722,-37.61362768927261
Sunbury - West,144.67208125361535,-37.53810485127318
Broadmeadows,144.9293281237535,-37.68406937640297
Campbellfield - Coolaroo,144.95184998887643,-37.66390672110572
Gladstone Park - Westmeadows,144.89080412912406,-37.6762582357351
Greenvale - Bulla,144.83536666281745,-37.62361851380089
Meadow Heights,144.91856059682996,-37.65115205748631
Melbourne Airport,144.83652448981562,-37.67640917065082
Tullamarine,144.87723780443105,-37.69612738591781
Craigieburn - Central,144.93560912107554,-37.59214749713862
Craigieburn - North,144.94325942939716,-37.57065254920403
Craigieburn - South,144.91880694155236,-37.6044315696007
Mickleham - Yuroke,144.9019153812238,-37.5435812888904
Craigieburn - North West,144.9045378268697,-37.57077560420595
Craigieburn - West,144.9047751314475,-37.58529194326814
Roxburgh Park (South) - Somerton,144.94105050470344,-37.6338290537277
Roxburgh Park - North,144.9247729801312,-37.618875635575705
Bayswater,145.26477103190683,-37.84542927097882
Knoxfield - Scoresby,145.23046982242911,-37.897206440853786
Lysterfield,145.29081426025076,-37.92695459047786
Rowville - Central,145.24317533135266,-37.9193699790703
Rowville - North,145.2608659452176,-37.90712805381712
Rowville - South,145.23884947746254,-37.935505634482915
Wantirna,145.22598102419474,-37.85231026156227
Wantirna South,145.2209209909071,-37.873638025128955
Boronia,145.28597047022444,-37.856277790346574
Ferntree Gully - North,145.28556464578324,-37.877291496429024
Ferntree Gully (South) - Upper Ferntree Gully,145.28381811668842,-37.89281102811435
The Basin,145.3213785051338,-37.85567402208072
Donvale - Park Orchards,145.20305830047957,-37.78455675862595
Warrandyte - Wonga Park,145.24288410695098,-37.74307856252103
Bayswater North,145.29289687970308,-37.82846627857294
Croydon Hills - Warranwood,145.26872955399028,-37.772939665444255
Ringwood,145.23337387338955,-37.81141009821301
Ringwood East,145.2486827313564,-37.82147692699526
Ringwood North,145.23069242375624,-37.794637280660126
Croydon - East,145.29123181882036,-37.80100655740841
Croydon - West,145.27844139848892,-37.788863179945025
Croydon South,145.27932894168163,-37.81507241450236
Forest Hill,145.1710538643093,-37.83985648621304
Mitcham (Vic.),145.19901339865035,-37.818164103688666
Nunawading,145.17653659272867,-37.81734899434175
Vermont,145.19929707305303,-37.83841917893696
Vermont South,145.18782257680746,-37.85437369917694
Belgrave - Selby,145.35515432215954,-37.93871748338683
Chirnside Park,145.31432055939067,-37.73858910786265
Healesville - Yarra Glen,145.49618965513483,-37.62612189982825
Kilsyth,145.32034543223472,-37.8154142305541
Lilydale - Coldstream,145.38883244388964,-37.713785631379
Monbulk - Silvan,145.45873410809153,-37.86406896867352
Montrose,145.34795317845732,-37.811122657377936
Mooroolbark,145.3256776792061,-37.781325277613384
Mount Dandenong - Olinda,145.37568582565245,-37.861827853787624
Mount Evelyn,145.38821691321849,-37.787278422168846
Upwey - Tecoma,145.3307369296785,-37.90423611893643
Wandin - Seville,145.46397665675596,-37.760630901286284
Yarra Valley,145.68025696996577,-37.767944580022494
Emerald - Cockatoo,145.56164462075608,-37.953135175593275
Beaconsfield - Officer,145.40039788972928,-38.042338010199224
Bunyip - Garfield,145.646977295508,-38.07989755329495
Koo Wee Rup,145.55146234401568,-38.207376880908114
Pakenham - North East,145.5067644040067,-38.053017318965054
Pakenham - North West,145.45402803040616,-38.04163189831094
Pakenham - South East,145.51550411448667,-38.093844811237894
Pakenham - South West,145.4650753624103,-38.091601310239255
Berwick - North,145.34884258028293,-38.025124256310775
Doveton,145.24020639952062,-37.99058941546647
Hallam,145.2685008046342,-38.00773632003844
Narre Warren North,145.3304095336587,-37.98629622531507
Endeavour Hills - North,145.25803292280779,-37.959456436997044
Endeavour Hills - South,145.26080285678546,-37.983363871734504
Narre Warren - North East,145.30942969875161,-38.005041960720455
Narre Warren - South West,145.30408538209784,-38.02479010777154
Berwick - South East,145.35671321249865,-38.0644878843006
Berwick - South West,145.33040990723558,-38.05455571667866
Cranbourne,145.27571513289647,-38.1068829494174
Cranbourne South,145.31292717614312,-38.151434373611444
Cranbourne West,145.2484083955504,-38.10183482916651
Lynbrook - Lyndhurst,145.2531580370942,-38.06202444744539
Pearcedale - Tooradin,145.3115715628602,-38.20444030349429
Narre Warren South - East,145.31257761316837,-38.05901564456577
Narre Warren South - West,145.2920521016783,-38.05008449672788
Clyde North - North,145.35753489008343,-38.08484562178591
Clyde North - South,145.36362023645145,-38.107624526801246
Cranbourne East - North,145.31290598708458,-38.10223194050528
Cranbourne East - South,145.304225552078,-38.12248405581989
Cranbourne North - East,145.31544036181853,-38.07954181003702
Cranbourne North - West,145.27993221793105,-38.07513087297237
Hampton Park - East,145.27527360800053,-38.04344916627948
Hampton Park - West,145.25790316109732,-38.0308084600765
Clarinda - Oakleigh South,145.0990560114358,-37.938550677315355
Clayton South,145.12522022185078,-37.94304800418513
Dandenong North,145.21424698490114,-37.955901760920675
Dingley Village,145.12713791438082,-37.974890867852395
Noble Park North,145.19083444884834,-37.95123697524294
Springvale,145.1578615330602,-37.9456823835458
Springvale South,145.14786771397445,-37.97083142288934
Noble Park - East,145.18175174192137,-37.96390999812098
Noble Park - West,145.17274608334236,-37.973926353008174
Dandenong - North,145.21547427522603,-37.981273799769006
Dandenong - South,145.20890060664053,-38.03771914497218
Keysborough - North,145.17206344323725,-37.98995717333747
Keysborough - South,145.16165133912023,-38.021374765103076
Ashwood - Chadstone,145.10145824489817,-37.87241407161278
Glen Waverley - East,145.1783236105456,-37.881510617228585
Glen Waverley - West,145.15607592293546,-37.88168880949294
Mount Waverley - North,145.13023990882579,-37.86644722404602
Mount Waverley - South,145.12720856340852,-37.887250644951926
Mulgrave,145.17587698356067,-37.92566907201821
Oakleigh - Huntingdale,145.10121305244914,-37.908469045865836
Wheelers Hill,145.1868717372407,-37.907572939085696
Clayton (North) - Notting Hill,145.1381453642353,-37.910536197903276
Clayton - Central,145.1247334671533,-37.92267031444036
Ardeer - Albion,144.80960647725482,-37.77613705696928
Cairnlea,144.7878136428238,-37.75930205961338
Delahey,144.77732587011286,-37.71978997620944
Keilor Downs,144.81291535455838,-37.72627525601189
Kings Park (Vic.),144.7705126681289,-37.739017247076625
St Albans - North,144.8023951729281,-37.737151270022046
St Albans - South,144.80763949971896,-37.75334246053505
